Time(s),P_Fuel_Tank(bar),P_Chamber(bar),P_Fuel_Injector_Warm(bar),P_Fuel_Injector_Cold(bar),P_Ox_Injector(bar),Fuel_Flow_Rate(L/s),Ox_Valve_Angle(deg),Fuel_Valve_Angle(deg),P_Ox_Tank(bar),P_N2_Tank(bar),Engine_Temperature(K),Tank_Mass(kg),Thrust(N)
5376.794242858887,30.495281219482425,14.981420516967772,22.345502853393555,22.522506713867188,30.02572250366211,0.1722125858068466,180.0,150.0,31.81669548694604,196.87416496422557,,1.4348709724213518,-216.12080308338227
5376.807110309601,30.516655132412396,14.979939500515473,22.355268375643703,22.52003312511781,30.006369584438605,0.17213462098935248,180.0,150.0,31.76016616821289,196.94329833984372,14.453125,1.412190556526184,-216.5404815673828
5376.816150426865,30.53167152404785,14.978899002075195,22.36212921142578,22.518295288085938,29.992773056030277,0.1720798462629318,180.0,150.0,31.778500445396553,196.9374688606123,,1.4018994401649258,-216.21135196174555
5376.827862501144,30.529835731300196,14.955767651603335,22.354322870648627,22.52602322772735,29.97218491778472,0.1730938499905364,180.0,150.0,31.80225372314453,196.92991638183597,14.453125,1.3885666131973269,-215.78494262695312
5376.834671020508,30.52876853942871,14.942320823669434,22.34978485107422,22.530515670776367,29.9602165222168,0.1736833155155182,180.0,150.0,31.79763049568657,196.92900733536663,,1.3950438214307257,-215.8115739232235
5376.847176551819,30.50786866067803,14.942662676114344,22.299878608014794,22.506587053106983,29.954209611150898,0.17333170197180908,180.0,150.0,31.789138793945312,196.9273376464844,14.453125,1.4069408178329468,-215.8604888916016
5376.857312679291,30.490928649902344,14.94293975830078,22.259428024291992,22.487192153930664,29.9493408203125,0.1730467081069946,180.0,150.0,31.783287735412287,196.9204306165655,,1.375911089264754,-215.04176158237007
5376.867755174637,30.486441923563476,14.952849247082003,22.318687472505395,22.510059042379048,29.950997271716297,0.1694754728111422,180.0,150.0,31.77725982666016,196.91331481933597,14.453125,1.343943476676941,-214.1982879638672
5376.877080440521,30.48243522644043,14.961698532104492,22.371606826782227,22.530479431152344,29.952476501464844,0.1662863194942474,180.0,150.0,31.77060944941179,196.8741044048333,,1.360820933969834,-215.2368936938633
5376.8887848854065,30.48188500980149,14.95524402813069,22.339880409782893,22.5047046098344,29.923812785681886,0.17012265840796068,180.0,150.0,31.76226234436035,196.82489013671875,14.453125,1.3820043802261353,-216.5404815673828
5376.898787498474,30.481414794921875,14.94972801208496,22.312767028808597,22.4826774597168,29.899316787719727,0.173401191830635,180.0,150.0,31.740967810071925,196.84844963946196,,1.4044101496985752,-215.8576160842944
5376.908705949783,30.4789612378044,14.983605448646331,22.316655170105022,22.482949697880443,29.88218455845595,0.17464737215897114,180.0,150.0,31.71985244750977,196.87181091308597,14.8203125,1.4266273975372314,-215.1804962158203
5376.920954942703,30.47593116760254,15.025443077087402,22.321456909179688,22.483285903930664,29.861026763916016,0.1761863678693771,180.0,150.0,31.68014097201096,196.7534130075185,,1.3811645600784994,-215.223405058646
5376.930276155472,30.46994157754701,15.018707390935734,22.30431838780846,22.46155108358577,29.858370314792314,0.17378386795107484,180.0,150.0,31.649921417236328,196.66331481933597,14.8203125,1.3465683460235596,-215.2560577392578
5376.941447973251,30.4627628326416,15.010634422302246,22.28377723693848,22.43550109863281,29.855186462402344,0.1709043830633163,180.0,150.0,31.646913340660156,196.77307684895027,,1.3552957712884282,-216.30276692067127
5376.950436592102,30.461478692314937,15.010205567891267,22.305937137745403,22.456586198215383,29.847366290103587,0.1702446711136568,180.0,150.0,31.644493103027344,196.86138916015625,14.8203125,1.362317681312561,-217.1449279785156
5376.959137916565,30.460235595703125,15.009790420532228,22.32738876342773,22.47699737548828,29.83979606628418,0.1696060448884964,180.0,150.0,31.633775473678234,196.83613511997262,,1.3817023502139403,-217.33091515744826
5376.971645116806,30.44742293908651,14.982316815058848,22.301348996263908,22.46580233351996,29.844435461668965,0.17216724066274286,180.0,150.0,31.618370056152344,196.79983520507807,14.8203125,1.4095656871795654,-217.59825134277344
5376.984061002731,30.434703826904297,14.95504379272461,22.27549934387207,22.454689025878903,29.849040985107425,0.1747097373008728,180.0,150.0,31.62200736318467,196.8306732429609,,1.3999640483812883,-217.69037474824952
